Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,alternative term,antisymmetricProperty,correlatedWith,curator note,definition,definitionEditor,definitionSource,editorNote,editorPreferedTerm,elucidation,exampleOfUsage,expand assertion to,expandExpressionTo,first order logic expression,has associated axiom(fol),has associated axiom(nl),has axiom label,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,hasAge,hasCurationStatus,hasDiagnostic,hasFinances,hasGender,hasMaritalStatus,hasMinimalInformation,hasObsolescenceReason,hasPercentageDistribution,hasRace,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/coverage,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/identifier,http://purl.org/dc/elements/1.1/language,http://purl.org/dc/elements/1.1/publisher,http://purl.org/dc/elements/1.1/relation,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/source,http://purl.org/dc/elements/1.1/subject,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/elements/1.1/type,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,importedFrom,in branch,is allocated id range,isDenotatorType,may be identical to,measures,OBO foundry unique label,ontology term requester,ro:locatedIn,ro:locationOf,ro:participatesIn,ro:partOf,scheduled for obsoletion on or after,term replaced by,term tracker item
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Never_Married_Status,Never Married,,Indicates a person who has never been married or whose marriages have been annulled.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Marital_Status,Never Married Status,,,,Indicates a person who has never been married or whose marriages have been annulled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Never_Married_Status,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19044,Statistical Technique,,A method of analyzing or representing statistical data; a procedure for calculating a statistic.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16847,Statistical Method,,,,A method of analyzing or representing statistical data; a procedure for calculating a statistic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C19044,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36280,Nervous System Finding,,"Symptoms, physical examination results, and/or laboratory test results related to the nervous system.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36278,NERVOUS SYSTEM,,,,"Symptoms, physical examination results, and/or laboratory test results related to the nervous system.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C36280,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43866,Middle Eastern or North African,,Denotes a person from any of the countries of southwest Asia and northeastern Africa; this region includes those countries east of Egypt and south of Turkey and extending to Iran in the east.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#White,,,,,Denotes a person from any of the countries of southwest Asia and northeastern Africa; this region includes those countries east of Egypt and south of Turkey and extending to Iran in the east.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C43866,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://www.geneontology.org/formats/oboInOwl#Subset,Subset,,,false,,,http://purl.obolibrary.org/obo/IAO_0000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oboInOwl:Subset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#burdensomeness,Burdensomeness,,the quality or state of being burdensome.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Emotion,,,,,the quality or state of being burdensome.,,http://www.merriam-webster.com/dictionary/burdensomeness,,,,,,,,,,,,,,,,,,,,,,,,,,clip:burdensomeness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#PositiveAndNegativeSocialExchangesScale,Positive and Negative Social Exchanges Scale,,measures the perceived frequency of positive and negative social exchanges.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Symptom_Specific_Assessment_Tool,,,,,measures the perceived frequency of positive and negative social exchanges.,,"Mavandadi,   Rook, Newsom and Oslin, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,clip:PositiveAndNegativeSocialExchangesScale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86580,Pleasure,,An emotion associated with feeling good.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Emotion,,,,,An emotion associated with feeling good.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C86580,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#ImpulsiveBehaviorScale,Impulsive Behavior Scale,,impulsive behavior scale was designed to measure impulsivity across dimensions of the Five Factor Model of personality.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Symptom_Specific_Assessment_Tool,,,,,impulsive behavior scale was designed to measure impulsivity across dimensions of the Five Factor Model of personality.,,"Whiteside & Lynam, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,clip:ImpulsiveBehaviorScale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#African_American,african american,,"A term used in the United States to categorize a population group comprised of persons having origins in any of the black racial groups of Africa. Includes population subgroups (e.g., Kenyan, Nigerian, Haitian). The concept refers also to individuals who classify themselves as described.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17049,"Afro American
Black Populations
BLACK OR AFRICAN AMERICAN
Black",,,,"A term used in the United States to categorize a population group comprised of persons having origins in any of the black racial groups of Africa. Includes population subgroups (e.g., Kenyan, Nigerian, Haitian). The concept refers also to individuals who classify themselves as described.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:African_American,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://www.icn.ch/icnp#Helplessness,Helplessness,,"Feelings of inability to take control and to act independent without help, defencelessness, accompanied by disabling coping abilities or learned helplessness, submission to authorities, such as caregivers, associated with development of sick-role behaviour.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Emotion,,,,,"Feelings of inability to take control and to act independent without help, defencelessness, accompanied by disabling coping abilities or learned helplessness, submission to authorities, such as caregivers, associated with development of sick-role behaviour.",,,,,,,,,,,,,,,,,,,,,,,,,,,,icnp:Helplessness,,,,,,,,,,,,,,,,,,,,,International Classification for Nursing Practice,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#ContentAnalysis,Content Analysis,,Content analysis or textual analysis is a methodology in the social sciences for studying the content of communication.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25391,textual analysis,,,,Content analysis or textual analysis is a methodology in the social sciences for studying the content of communication.,,http://en.wikipedia.org/wiki/Content_analysis,,,,,,,,,,,,,,,,,,,,,,,,,,clip:ContentAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#DSI-SS2,DSI-SS2,,Depression Symptom Index-Suicidality Subscale designed for the assessment of suicidal plans.,false,,,http://purl.org/net/miCLIP#DepressionSymptomIndex-SuicidalitySubscale,,,,,Depression Symptom Index-Suicidality Subscale designed for the assessment of suicidal plans.,,"(DSI-SS, Metalsky & Joiner, 1997)",,,,,,,,,,,,,,,,,,,,,,,,,,clip:DSI-SS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNMI/C0032854,Poverty Status,,,false,,,http://purl.bioontology.org/ontology/SNMI/C0337781,"Poverty
Economic deprivation
Pauper
Poor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNMI:C0032854,,,,,,,,,,,,,,,,,,,,,"Systematized Nomenclature of Medicine, International Version",,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/83765003,Boredom,,,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mental_and_Behavioral_Signs_and_Symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNOMED-CT,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Separated_Status,Separated,,Indicates a person living apart from his/her spouse by legal arrangement.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Marital_Status,"Separated Status
LEGALLY SEPARATED",,,,Indicates a person living apart from his/her spouse by legal arrangement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Separated_Status,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000009,single layer subset ontology module,,A subset ontology that is largely comprised of a single layer or strata in an ontology class hierarchy. The purpose is typically for rolling up for visualization. The classes in the layer need not be disjoint.,false,,,http://purl.obolibrary.org/obo/IAO_8000006,ribbon subset,,,,A subset ontology that is largely comprised of a single layer or strata in an ontology class hierarchy. The purpose is typically for rolling up for visualization. The classes in the layer need not be disjoint.,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000009,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T20:59:19Z,,,,,,,,,,,,,,,
http://www.geneontology.org/formats/oboInOwl#SynonymType,SynonymType,,,false,,,http://purl.obolibrary.org/obo/IAO_0000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oboInOwl:SynonymType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Psychiatric_Disorder,Psychiatric Disorder,,"A disorder characterized by behavioral and/or psychological abnormalities, often accompanied by physical symptoms. The symptoms may cause clinically significant distress or impairment in social and occupational areas of functioning. Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Diseases_and_Disorders,"Psychiatric Disease
Mental Illness
PSYCHIATRIC DISORDERS
Mental Dysfunction",,,,"A disorder characterized by behavioral and/or psychological abnormalities, often accompanied by physical symptoms. The symptoms may cause clinically significant distress or impairment in social and occupational areas of functioning. Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Psychiatric_Disorder,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/MESH/D011446,Prospective Studies,,Observation of a population for a sufficient number of persons over a sufficient number of years to generate incidence or mortality rates subsequent to the selection of the study group.,false,,,http://purl.bioontology.org/ontology/MESH/D008137,"Prospective Study
Studies, Prospective
Study, Prospective",,,,Observation of a population for a sufficient number of persons over a sufficient number of years to generate incidence or mortality rates subsequent to the selection of the study group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,MESH:D011446,,,,,,,,,,,,,,,,,,,,,MeSH,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25391,Analysis,,"Examination and interpretation; the process of identifying an issue to be understood and addressed, modelling the issue, investigating the model results, interpreting the results, and possibly making a recommendation. the concept also refers to the examination and study of a whole in terms of the parts composing it.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Activity,"Analyzed
Analytical",,,,"Examination and interpretation; the process of identifying an issue to be understood and addressed, modelling the issue, investigating the model results, interpreting the results, and possibly making a recommendation. the concept also refers to the examination and study of a whole in terms of the parts composing it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C25391,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4876,Symptom,,Subjective evidence of disease perceived by the patient.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sign_or_Symptom,,,,,Subjective evidence of disease perceived by the patient.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C4876,,,,,,,,,,,,,,,,,,,,,NCI Thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/RCD/Ua0Kb,Financial Circumstances,,,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Financial,Economic circumstances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RCD:Ua0Kb,,,,,,,,,,,,,,,,,,,,,"Read Codes, Clinical Terms Version 3 (CTV3)",,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Diseases_and_Disorders,Diseases or Disorders,,"Any abnormal condition of the body or mind that causes discomfort, dysfunction, or distress to the person affected or those in contact with the person. The term is often used broadly to include injuries, disabilities, syndromes, symptoms, deviant behaviors, and atypical variations of structure and function.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Diseases_Disorders_and_Findings,"Disorders
Diseases and Disorders
Diseases
condition
Disorder
Disease",,,,"Any abnormal condition of the body or mind that causes discomfort, dysfunction, or distress to the person affected or those in contact with the person. The term is often used broadly to include injuries, disabilities, syndromes, symptoms, deviant behaviors, and atypical variations of structure and function.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Diseases_and_Disorders,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/MESH/D004213,Dissociative Disorder,,Sudden temporary alterations in the normally integrative functions of consciousness.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Psychiatric_Disorder,"Disorders, Dissociative
Dissociative Disorder
Dissociative Hysteria
Dissociative Reaction
Dissociation",,,,Sudden temporary alterations in the normally integrative functions of consciousness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,MESH:D004213,,,,,,,,,,,,,,,,,,,,,MESH,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74534,Sadness,,Feelings of grief or unhappiness.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Emotion,"Feeling of Sadness
Sad",,,,Feelings of grief or unhappiness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C74534,,,,,,,,,,,,,,,,,,,,,NCI Thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Asian_American,asian american,,"Denotes a person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent, and who was either born in the United States or who was naturalized as a citizen of the United States.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17049,Asian Americans,,,,"Denotes a person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent, and who was either born in the United States or who was naturalized as a citizen of the United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Asian_American,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/CRISP/1579-3280,Speech Disorder,,acquired or developmental conditions marked by an impaired ability to comprehend or generate spoken forms of language.,false,,,http://purl.bioontology.org/ontology/CRISP/1579-2995,,,,,acquired or developmental conditions marked by an impaired ability to comprehend or generate spoken forms of language.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRISP,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#DSI-SS1,DSI-SS1,,Depression Symptom Index-Suicidality Subscale designed for the assessment of suicidal thoughts.,false,,,http://purl.org/net/miCLIP#DepressionSymptomIndex-SuicidalitySubscale,,,,,Depression Symptom Index-Suicidality Subscale designed for the assessment of suicidal thoughts.,,"(DSI-SS, Metalsky & Joiner, 1997)",,,,,,,,,,,,,,,,,,,,,,,,,,clip:DSI-SS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#Single,Single,,The unmarried man or woman.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Marital_Status,"Maritally Unattached
Person, Single
Persons, Single
Single Persons
Never Married
Unmarried",,,,The unmarried man or woman.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clip:Single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Married_Status,Married,,Indicates a person currently joined in a legally binding matrimonial union. Classify common law marriage as married. Includes married couples living together and not living together.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Marital_Status,Married Status,,,,Indicates a person currently joined in a legally binding matrimonial union. Classify common law marriage as married. Includes married couples living together and not living together.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Married_Status,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Psychosis,Psychosis,,"A mental disorder characterized by personality change, impaired functioning, and loss of touch with reality. It may be a manifestation of schizophrenia, bipolar disorder, or brain tumor.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Schizophrenia_and_Other_Psychotic_Disorders,,,,,"A mental disorder characterized by personality change, impaired functioning, and loss of touch with reality. It may be a manifestation of schizophrenia, bipolar disorder, or brain tumor.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Psychosis,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/76102007,Male Homosexual,,,false,,,http://purl.bioontology.org/ontology/CSP/2483-0949,"Male homosexual state
Male homosexuality
Male homosexual (finding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNOMED CT,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/MESH/D012106,Research,,"Critical and exhaustive investigation or experimentation, having for its aim the discovery of new facts and their correct interpretation, the revision of accepted conclusions, theories, or laws in the light of newly discovered facts, or the practical application of such new or revised conclusions, theories, or laws. (Webster, 3d ed)",false,,,http://purl.bioontology.org/ontology/MESH/D012586,"Development and Research
Research Technic
Research Technics
Research Technique
Research, Laboratory
Technic, Research
Technics, Research
Technique, Research
Techniques, Research
Activities, Research
Activity, Research
Research Activity
Priorities, Research
Priority, Research
Research Priority
RESEARCH DEVELOPMENT
Laboratory Research
Research and Development
Research Techniques
Research Activities
Research Priorities",,,,"Critical and exhaustive investigation or experimentation, having for its aim the discovery of new facts and their correct interpretation, the revision of accepted conclusions, theories, or laws in the light of newly discovered facts, or the practical application of such new or revised conclusions, theories, or laws. (Webster, 3d ed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,MESH:D012106,,,,,,,,,,,,,,,,,,,,,MeSH,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97179,Pervasive Developmental Disorder,,A category of developmental disorders characterized by impaired communication and socialization skills. the impairments are incongruent with the individual's developmental level or mental age. These disorders can be associated with general medical or genetic conditions.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92190,,,,,A category of developmental disorders characterized by impaired communication and socialization skills. the impairments are incongruent with the individual's developmental level or mental age. These disorders can be associated with general medical or genetic conditions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C97179,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25474,Data,,"A collection or single item of factual information, derived from measurement or research, from which conclusions may be drawn.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48191,"Data Point
Datum",,,,"A collection or single item of factual information, derived from measurement or research, from which conclusions may be drawn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C25474,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/CSP/4008-0087,Sexual Orientation,,"direction of one's sexual interest toward members of the same, opposite, or both sexes; involves feelings, and sense of identity.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Personal_Attribute,"Sexual Preference
Sex Orientation
transsexualism
asexual
cross dresser
cross dressing
gender preference
transsexual
transgender",,,,"direction of one's sexual interest toward members of the same, opposite, or both sexes; involves feelings, and sense of identity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRISP thesaurus, 2006",,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C72670,Happiness,,The feeling of being pleased and content.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Emotion,Happy,,,,The feeling of being pleased and content.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C72670,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#NavyMember,Navy Member,,person who is part of the navy,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Person,,,,,person who is part of the navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,clip:NavyMember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53324,Confidence Interval,,A range of values for a parameter that may contain the parameter and the degree of confidence that it is in fact there.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53321,,,,,A range of values for a parameter that may contain the parameter and the degree of confidence that it is in fact there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53324,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/CRISP/2821-5000,Substance Abuse Related Disorder,,"general heading term for drug abuse and alcoholism, and covering all other unhealthful uses of substances associated with psychological or physical dependence.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Psychiatric_Disorder,"polydrug abuse
multidrug abuse
multisubstance abuse
polysubstance abuse
substance abuse",,,,"general heading term for drug abuse and alcoholism, and covering all other unhealthful uses of substances associated with psychological or physical dependence.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRISP,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C73506,Anger,,A hostile or warlike attitude aroused by a real or supposed wrong.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Emotion,,,,,A hostile or warlike attitude aroused by a real or supposed wrong.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C73506,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74533,Restlessness,,"An inability to rest, relax, or be still.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Emotion,"Restless
Feeling of Restlessness",,,,"An inability to rest, relax, or be still.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C74533,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53235,Chi-Square Test,,Chi-square test is a statistical test for testing the null hypothesis that the distribution of a discrete random variable coincides with a given distribution. It is one of the most popular goodness-of-fit tests.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53229,,,,,Chi-square test is a statistical test for testing the null hypothesis that the distribution of a discrete random variable coincides with a given distribution. It is one of the most popular goodness-of-fit tests.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53235,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Asian,asian,,"Denotes a person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent, including Cambodia, China, India, Japan, Korea, Malaysia, Mongolia, Pakistan, the Philippine Islands, Thailand, and Vietnam.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17049,Asians,,,,"Denotes a person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent, including Cambodia, China, India, Japan, Korea, Malaysia, Mongolia, Pakistan, the Philippine Islands, Thailand, and Vietnam.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Asian,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://www.geneontology.org/formats/oboInOwl#Synonym,Synonym,,,false,,,http://purl.obolibrary.org/obo/IAO_0000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oboInOwl:Synonym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNMI/C0337784,Middle Class Economic Status,,,false,,,http://purl.bioontology.org/ontology/SNMI/C0337781,Middle income status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNMI:C0337784,,,,,,,,,,,,,,,,,,,,,"Systematized Nomenclature of Medicine, International Version",,,,,,,,,,,,,,
http://purl.org/net/miCLIP#AirForceMember,Air Force Member,,person who is part of the air force,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Person,,,,,person who is part of the air force,,,,,,,,,,,,,,,,,,,,,,,,,,,,clip:AirForceMember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Symptom_Specific_Assessment_Tool,Symptom Specific Assessment Tool,,Any one of several evaluation/assessment tools used to ascertain a patient's complaints with regard to his or her specific condition or diagnosis.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Clinical_Assessment_Tool,,,,,Any one of several evaluation/assessment tools used to ascertain a patient's complaints with regard to his or her specific condition or diagnosis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Symptom_Specific_Assessment_Tool,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Group,Group,,Any number of entities (members) considered as a unit.,false,,,http://purl.bioontology.org/ontology/SNOMEDCT/48176007,PCL-M,,,,Any number of entities (members) considered as a unit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Group,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/286649004,Self-Doubt,,,false,,,http://purl.bioontology.org/ontology/SNOMEDCT/225482007,Self-doubt (finding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNOMED-CT,,,,,,,,,,,,,,
